title,studio,domestic_gross_x,foreign_gross,year,id_x,release_date,movie,production_budget,domestic_gross_y,worldwide_gross,Unnamed: 0,genre_ids,id_y,original_language,original_title,popularity,vote_average,vote_count
Jem and the Holograms,Uni.,2200000,149000,2015,53,10/23/2015,Jem and the Holograms,"$5,000,000 ","$2,184,640 ","$2,368,937 ",17722,"[18, 14, 10402]",266639,en,Jem and the Holograms,7.942,5.4,241
The Vatican Tapes,LGF,1800000,1200000,2015,3,7/24/2015,The Vatican Tapes,"$13,000,000 ","$1,784,763 ","$14,929,184 ",14454,"[53, 27]",157544,en,The Vatican Tapes,7.841,4.6,365
Mustang,Cohen,845000,1200000,2015,21,11/20/2015,Mustang,"$1,400,000 ","$845,464 ","$5,552,584 ",14490,[18],336804,tr,Mustang,7.459,8,755
The D Train,IFC,673000,102000,2015,34,5/8/2015,The D Train,"$3,000,000 ","$669,688 ","$772,366 ",14614,"[18, 35]",308638,en,The D Train,6.465,4.6,125
Freeheld,LGF,573000,1200000,2015,51,10/2/2015,Freeheld,"$7,000,000 ","$546,201 ","$1,732,228 ",14506,"[10749, 18]",306745,en,Freeheld,7.313,7.3,360
Maggie,RAtt.,187000,1200000,2015,47,5/8/2015,Maggie,"$4,500,000 ","$187,112 ","$1,027,760 ",14260,"[27, 18, 9648]",287424,en,Maggie,13,5.3,958
Manglehorn,IFC,143000,1200000,2015,41,6/19/2015,Manglehorn,"$4,000,000 ","$132,270 ","$797,439 ",14473,[18],254905,en,Manglehorn,7.661,5.4,94
Knock Knock,LGP,36300,1200000,2015,62,10/9/2015,Knock Knock,"$2,000,000 ","$36,336 ","$6,328,516 ",14213,"[18, 53]",263472,en,Knock Knock,17.867,5,1490
Song One,TFA,32299,1200000,2015,87,1/23/2015,Song One,"$6,000,000 ","$32,251 ","$437,089 ",11515,[18],244783,en,Song One,6.206,5.6,126
Song One,TFA,32299,1200000,2015,87,1/23/2015,Song One,"$6,000,000 ","$32,251 ","$437,089 ",14643,[18],244783,en,Song One,6.206,5.6,126
Strangerland,Alc,17500,1200000,2015,27,7/10/2015,Strangerland,"$10,000,000 ","$17,472 ","$161,097 ",14683,"[18, 53, 9648]",245846,en,Strangerland,5.91,5.2,135
Captain America: Civil War,BV,408100000,745200000,2016,17,5/6/2016,Captain America: Civil War,"$250,000,000 ","$408,084,349 ","$1,140,069,413 ",17382,"[12, 28, 878]",271110,en,Captain America: Civil War,39.137,7.4,14000
Rogue One: A Star Wars Story,BV,532200000,523900000,2016,45,12/16/2016,Rogue One: A Star Wars Story,"$200,000,000 ","$532,177,324 ","$1,049,102,856 ",17401,"[28, 12, 878]",330459,en,Rogue One: A Star Wars Story,21.401,7.5,9296
Rogue One: A Star Wars Story,BV,532200000,523900000,2016,45,12/16/2016,Rogue One: A Star Wars Story,"$200,000,000 ","$532,177,324 ","$1,049,102,856 ",20655,"[28, 12, 878]",330459,en,Rogue One: A Star Wars Story,21.401,7.5,9296
Finding Dory,BV,486300000,542300000,2016,46,6/17/2016,Finding Dory,"$200,000,000 ","$486,295,561 ","$1,021,215,193 ",17454,"[12, 16, 35, 10751]",127380,en,Finding Dory,15.393,7,7845
Zootopia,BV,341300000,682500000,2016,57,3/4/2016,Zootopia,"$150,000,000 ","$341,268,248 ","$1,019,429,616 ",17391,"[16, 12, 10751, 35]",269149,en,Zootopia,27.549,7.7,9977
The Secret Life of Pets,Uni.,368400000,507100000,2016,26,7/8/2016,The Secret Life of Pets,"$75,000,000 ","$368,384,330 ","$886,750,534 ",17581,"[12, 35, 16, 10751]",328111,en,The Secret Life of Pets,9.909,6.1,5374
Batman v Superman: Dawn of Justice,WB,330400000,543300000,2016,18,3/25/2016,Batman v Superman: Dawn of Justice,"$250,000,000 ","$330,360,194 ","$867,500,281 ",17390,"[28, 12, 14]",209112,en,Batman v Superman: Dawn of Justice,28.088,5.8,11991
Deadpool,Fox,363100000,420000000,2016,56,2/12/2016,Deadpool,"$58,000,000 ","$363,070,709 ","$801,025,593 ",17383,"[28, 12, 35]",293660,en,Deadpool,35.067,7.6,20175
Suicide Squad,WB,325100000,421700000,2016,100,8/5/2016,Suicide Squad,"$175,000,000 ","$325,100,054 ","$746,059,887 ",17437,"[28, 12, 80, 14, 878]",297761,en,Suicide Squad,16.53,5.9,13533
Doctor Strange,BV,232600000,445100000,2016,28,11/4/2016,Doctor Strange,"$165,000,000 ","$232,641,920 ","$676,404,566 ",17384,"[28, 12, 14, 878]",284052,en,Doctor Strange,33.035,7.3,12582
Doctor Strange,BV,232600000,445100000,2016,28,11/4/2016,Doctor Strange,"$165,000,000 ","$232,641,920 ","$676,404,566 ",20625,"[28, 12, 14, 878]",284052,en,Doctor Strange,33.035,7.3,12582
Moana,BV,248800000,394600000,2016,62,11/23/2016,Moana,"$150,000,000 ","$248,757,044 ","$637,517,365 ",18108,"[12, 35, 10751, 16]",277834,en,Moana,4.419,7.5,6907
Moana,BV,248800000,394600000,2016,62,11/23/2016,Moana,"$150,000,000 ","$248,757,044 ","$637,517,365 ",21391,"[12, 35, 10751, 16]",277834,en,Moana,4.419,7.5,6907
Sing,Uni.,270400000,363800000,2016,29,12/21/2016,Sing,"$75,000,000 ","$270,329,045 ","$634,454,789 ",17427,"[16, 35, 18, 10751]",335797,en,Sing,17.572,6.9,4303
Sing,Uni.,270400000,363800000,2016,29,12/21/2016,Sing,"$75,000,000 ","$270,329,045 ","$634,454,789 ",20674,"[16, 35, 18, 10751]",335797,en,Sing,17.572,6.9,4303
X-Men: Apocalypse,Fox,155400000,388500000,2016,93,5/27/2016,X-Men: Apocalypse,"$178,000,000 ","$155,442,489 ","$542,537,546 ",17381,"[28, 12, 878, 14]",246655,en,X-Men: Apocalypse,39.293,6.5,8348
Kung Fu Panda 3,Fox,143500000,377600000,2016,11,1/29/2016,Kung Fu Panda 3,"$140,000,000 ","$143,528,619 ","$517,599,142 ",17444,"[28, 12, 16, 35, 10751]",140300,en,Kung Fu Panda 3,16.248,6.7,2944
La La Land,LG/S,151100000,295000000,2016,92,12/9/2016,La La Land,"$20,000,000 ","$151,101,803 ","$426,351,163 ",17443,"[35, 18, 10749]",313369,en,La La Land,16.275,7.9,10028
La La Land,LG/S,151100000,295000000,2016,92,12/9/2016,La La Land,"$20,000,000 ","$151,101,803 ","$426,351,163 ",20688,"[35, 18, 10749]",313369,en,La La Land,16.275,7.9,10028
Warcraft,Uni.,47400000,386300000,2016,46,6/10/2016,Warcraft,"$160,000,000 ","$47,225,655 ","$425,522,281 ",17400,"[28, 12, 14]",68735,en,Warcraft,21.464,6.3,4071
Jason Bourne,Uni.,162400000,253100000,2016,86,7/29/2016,Jason Bourne,"$120,000,000 ","$162,192,920 ","$416,168,316 ",17463,"[28, 53]",324668,en,Jason Bourne,14.568,6.1,3611
Ice Age: Collision Course,Fox,64099999,344500000,2016,52,7/22/2016,Ice Age: Collision Course,"$105,000,000 ","$64,063,008 ","$402,156,682 ",17419,"[12, 16, 10751, 35]",278154,en,Ice Age: Collision Course,18.233,5.9,2430
Independence Day: Resurgence,Fox,103100000,286500000,2016,33,6/24/2016,Independence Day: Resurgence,"$165,000,000 ","$103,144,286 ","$384,169,424 ",17451,"[28, 12, 878]",47933,en,Independence Day: Resurgence,15.732,5.1,3911
The Legend of Tarzan,WB,126600000,230100000,2016,88,7/1/2016,The Legend of Tarzan,"$180,000,000 ","$126,643,061 ","$348,902,025 ",17460,"[28, 12]",258489,en,The Legend of Tarzan,14.797,5.8,4102
The Angry Birds Movie,Sony,107500000,244800000,2016,77,5/20/2016,The Angry Birds Movie,"$73,000,000 ","$107,509,366 ","$352,327,887 ",17421,"[16, 12, 35]",153518,en,The Angry Birds Movie,17.998,6,1851
Trolls,Fox,153700000,193200000,2016,73,11/4/2016,Trolls,"$125,000,000 ","$153,707,064 ","$344,150,134 ",17442,"[12, 10751, 35, 14, 10402, 16]",136799,en,Trolls,16.286,6.6,1880
Trolls,Fox,153700000,193200000,2016,73,11/4/2016,Trolls,"$125,000,000 ","$153,707,064 ","$344,150,134 ",20687,"[12, 10751, 35, 14, 10402, 16]",136799,en,Trolls,16.286,6.6,1880
Star Trek Beyond,Par.,158800000,184600000,2016,79,7/22/2016,Star Trek Beyond,"$185,000,000 ","$158,848,340 ","$335,802,233 ",17412,"[28, 12, 878]",188927,en,Star Trek Beyond,19.142,6.7,4275
Now You See Me 2,LG/S,65099999,269800000,2016,66,6/10/2016,Now You See Me 2,"$90,000,000 ","$65,075,540 ","$328,325,007 ",17392,"[28, 35, 53]",291805,en,Now You See Me 2,25.805,6.8,6744
Dangal,UTV,12400000,290500000,2016,56,12/21/2016,Dangal,"$9,500,000 ","$12,391,761 ","$294,654,618 ",17574,"[18, 28]",360814,hi,दंगल,10.022,8.1,358
Alice Through the Looking Glass,BV,77000000,222400000,2016,26,5/27/2016,Alice Through the Looking Glass,"$170,000,000 ","$77,042,381 ","$276,928,112 ",17435,"[12, 10751, 14]",241259,en,Alice Through the Looking Glass,16.642,6.5,3803
Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,82100000,163600000,2016,32,6/3/2016,Teenage Mutant Ninja Turtles: Out of the Shadows,"$135,000,000 ","$82,051,601 ","$245,328,374 ",17457,"[28, 12, 35, 10751, 878]",308531,en,Teenage Mutant Ninja Turtles: Out of the Shadows,15.096,5.9,1860
Sully,WB,125100000,115700000,2016,50,9/9/2016,Sully,"$60,000,000 ","$125,070,033 ","$238,524,556 ",17420,"[18, 36]",363676,en,Sully,18.148,7.1,3924
Inferno,Sony,34300000,185700000,2016,64,10/28/2016,Inferno,"$75,000,000 ","$34,343,574 ","$219,519,367 ",17428,"[9648, 53, 18]",207932,en,Inferno,17.41,5.9,3877
Inferno,Sony,34300000,185700000,2016,64,10/28/2016,Inferno,"$75,000,000 ","$34,343,574 ","$219,519,367 ",20675,"[9648, 53, 18]",207932,en,Inferno,17.41,5.9,3877
Central Intelligence,WB (NL),127400000,89500000,2016,91,6/17/2016,Central Intelligence,"$50,000,000 ","$127,440,871 ","$217,194,805 ",17465,"[28, 35, 9648]",302699,en,Central Intelligence,14.478,6.3,3133
Me Before You,WB (NL),56200000,152100000,2016,20,6/3/2016,Me Before You,"$20,000,000 ","$56,245,075 ","$208,265,198 ",17431,"[18, 10749]",296096,en,Me Before You,16.917,7.7,5939
London Has Fallen,Focus,62500000,143200000,2016,80,3/4/2016,London Has Fallen,"$60,000,000 ","$62,524,260 ","$195,194,085 ",17455,"[28, 53]",267860,en,London Has Fallen,15.287,5.9,2591
Arrival,Par.,100500000,102800000,2016,34,11/11/2016,Arrival,"$47,000,000 ","$100,546,139 ","$203,127,894 ",17394,"[18, 878, 9648]",329865,en,Arrival,25.442,7.4,10387
Arrival,Par.,100500000,102800000,2016,34,11/11/2016,Arrival,"$47,000,000 ","$100,546,139 ","$203,127,894 ",20636,"[18, 878, 9648]",329865,en,Arrival,25.442,7.4,10387
Bad Moms,STX,113300000,70700000,2016,99,7/29/2016,Bad Moms,"$20,000,000 ","$113,257,297 ","$180,998,716 ",17467,[35],376659,en,Bad Moms,14.332,6.5,2600
Storks,WB,72700000,110700000,2016,15,9/23/2016,Storks,"$70,000,000 ","$72,679,278 ","$183,353,431 ",17503,"[12, 16, 35, 10751]",332210,en,Storks,12.101,6.5,1308
The BFG,BV,55500000,127900000,2016,17,7/1/2016,The BFG,"$140,000,000 ","$55,483,770 ","$199,646,680 ",17406,"[12, 10751, 14]",267935,en,The BFG,20.08,6.2,1916
Hacksaw Ridge,LGF,67200000,108100000,2016,17,11/4/2016,Hacksaw Ridge,"$40,000,000 ","$67,209,615 ","$168,904,682 ",17396,"[18, 36, 10752]",324786,en,Hacksaw Ridge,24.074,8.1,6608
Hacksaw Ridge,LGF,67200000,108100000,2016,17,11/4/2016,Hacksaw Ridge,"$40,000,000 ","$67,209,615 ","$168,904,682 ",20643,"[18, 36, 10752]",324786,en,Hacksaw Ridge,24.074,8.1,6608
Jack Reacher: Never Go Back,Par.,58700000,103400000,2016,85,10/21/2016,Jack Reacher: Never Go Back,"$60,000,000 ","$58,697,076 ","$159,946,489 ",17430,"[28, 53]",343611,en,Jack Reacher: Never Go Back,17.085,5.6,2831
Jack Reacher: Never Go Back,Par.,58700000,103400000,2016,85,10/21/2016,Jack Reacher: Never Go Back,"$60,000,000 ","$58,697,076 ","$159,946,489 ",20678,"[28, 53]",343611,en,Jack Reacher: Never Go Back,17.085,5.6,2831
The Accountant,WB,86300000,68900000,2016,100,10/14/2016,The Accountant,"$40,000,000 ","$86,260,045 ","$152,962,083 ",17473,"[80, 53, 18]",302946,en,The Accountant,13.81,6.9,3407
The Accountant,WB,86300000,68900000,2016,100,10/14/2016,The Accountant,"$40,000,000 ","$86,260,045 ","$152,962,083 ",20731,"[80, 53, 18]",302946,en,The Accountant,13.81,6.9,3407
Gods of Egypt,LG/S,31200000,119500000,2016,18,2/26/2016,Gods of Egypt,"$140,000,000 ","$31,153,464 ","$138,836,756 ",17417,"[28, 12, 14, 878]",205584,en,Gods of Egypt,18.517,5.4,2353
Lights Out,WB (NL),67300000,81600000,2016,55,7/22/2016,Lights Out,"$5,000,000 ","$67,268,835 ","$148,806,510 ",17495,"[53, 9648, 27]",345911,en,Lights Out,12.408,6.3,2220
Sausage Party,Sony,97700000,43000000,2016,28,8/12/2016,Sausage Party,"$19,000,000 ","$97,670,358 ","$141,344,255 ",17456,"[12, 16, 35, 14]",223702,en,Sausage Party,15.232,5.6,4237
Lion,Wein.,51700000,88600000,2016,60,11/25/2016,Lion,"$12,000,000 ","$51,739,495 ","$149,570,720 ",17429,[18],334543,en,Lion,17.216,8.1,3833
Lion,Wein.,51700000,88600000,2016,60,11/25/2016,Lion,"$12,000,000 ","$51,739,495 ","$149,570,720 ",20677,[18],334543,en,Lion,17.216,8.1,3833
Mechanic: Resurrection,LG/S,21200000,104500000,2016,94,8/26/2016,Mechanic: Resurrection,"$40,000,000 ","$21,218,403 ","$109,738,840 ",17441,"[28, 80, 53]",278924,en,Mechanic: Resurrection,16.302,5.6,1929
Ride Along 2,Uni.,91200000,33400000,2016,95,1/15/2016,Ride Along 2,"$40,000,000 ","$90,862,685 ","$124,827,316 ",17484,"[28, 35]",323675,en,Ride Along 2,12.977,6.2,939
Deepwater Horizon,LG/S,61400000,60400000,2016,47,9/30/2016,Deepwater Horizon,"$156,000,000 ","$61,433,527 ","$122,603,824 ",17476,"[18, 28]",296524,en,Deepwater Horizon,13.685,6.7,2606
Deepwater Horizon,LG/S,61400000,60400000,2016,47,9/30/2016,Deepwater Horizon,"$156,000,000 ","$61,433,527 ","$122,603,824 ",20734,"[18, 28]",296524,en,Deepwater Horizon,13.685,6.7,2606
Allied,Par.,40100000,79400000,2016,47,11/23/2016,Allied,"$106,000,000 ","$40,098,064 ","$119,266,661 ",17409,"[28, 18, 10752, 10749, 53]",369885,en,Allied,19.611,6.7,2765
Allied,Par.,40100000,79400000,2016,47,11/23/2016,Allied,"$106,000,000 ","$40,098,064 ","$119,266,661 ",20663,"[28, 18, 10752, 10749, 53]",369885,en,Allied,19.611,6.7,2765
The Shallows,Sony,55100000,64000000,2016,54,6/24/2016,The Shallows,"$13,000,000 ","$55,121,623 ","$118,763,442 ",17469,"[27, 18, 53]",332567,en,The Shallows,14.091,6.3,3037
The Purge: Election Year,Uni.,79200000,39400000,2016,42,7/1/2016,The Purge: Election Year,"$10,000,000 ","$79,042,440 ","$118,514,727 ",17415,"[28, 27, 53]",316727,en,The Purge: Election Year,18.975,6.3,2900
Why Him?,Fox,60300000,57800000,2016,62,12/23/2016,Why Him?,"$38,000,000 ","$60,323,786 ","$117,425,156 ",17458,[35],356305,en,Why Him?,15.044,6.2,2494
Why Him?,Fox,60300000,57800000,2016,62,12/23/2016,Why Him?,"$38,000,000 ","$60,323,786 ","$117,425,156 ",20708,[35],356305,en,Why Him?,15.044,6.2,2494
Office Christmas Party,Par.,54800000,59700000,2016,81,12/9/2016,Office Christmas Party,"$45,000,000 ","$54,767,494 ","$91,323,299 ",17541,[35],384682,en,Office Christmas Party,10.729,5.6,1191
10 Cloverfield Lane,Par.,72100000,38100000,2016,54,3/11/2016,10 Cloverfield Lane,"$5,000,000 ","$72,082,999 ","$108,286,422 ",17422,"[53, 878, 18]",333371,en,10 Cloverfield Lane,17.892,6.9,4629
Neighbors 2: Sorority Rising,Uni.,55500000,52600000,2016,56,5/20/2016,Neighbors 2: Sorority Rising,"$35,000,000 ","$55,340,730 ","$108,757,621 ",17425,[35],325133,en,Neighbors 2: Sorority Rising,17.662,5.7,2829
Dirty Grandpa,LGF,35600000,58500000,2016,62,1/22/2016,Dirty Grandpa,"$11,500,000 ","$35,593,113 ","$105,078,449 ",17528,[35],291870,en,Dirty Grandpa,11.432,5.8,2667
Money Monster,TriS,41000000,52300000,2016,98,5/13/2016,Money Monster,"$27,000,000 ","$41,012,075 ","$93,466,095 ",17534,"[53, 18]",303858,en,Money Monster,11.134,6.4,1859
My Big Fat Greek Wedding 2,Uni.,59700000,29200000,2016,77,3/25/2016,My Big Fat Greek Wedding 2,"$18,000,000 ","$59,689,605 ","$92,096,558 ",17856,"[10749, 35, 10751]",302688,en,My Big Fat Greek Wedding 2,6.714,5.8,593
Collateral Beauty,WB (NL),31000000,57500000,2016,13,12/16/2016,Collateral Beauty,"$36,000,000 ","$31,016,021 ","$85,309,093 ",17486,"[18, 10749]",345920,en,Collateral Beauty,12.857,7.2,3270
Collateral Beauty,WB (NL),31000000,57500000,2016,13,12/16/2016,Collateral Beauty,"$36,000,000 ","$31,016,021 ","$85,309,093 ",20746,"[18, 10749]",345920,en,Collateral Beauty,12.857,7.2,3270
War Dogs,WB,43000000,43200000,2016,45,8/19/2016,War Dogs,"$50,000,000 ","$43,034,523 ","$86,234,503 ",17543,"[35, 80, 18]",308266,en,War Dogs,10.654,6.8,2387
Nerve,LGF,38600000,46700000,2016,43,7/27/2016,Nerve,"$20,000,000 ","$38,583,626 ","$70,652,284 ",17464,"[9648, 12, 80]",328387,en,Nerve,14.508,7.1,4590
Ouija: Origin of Evil,Uni.,35100000,46600000,2016,75,10/21/2016,Ouija: Origin of Evil,"$9,000,000 ","$35,144,505 ","$81,831,866 ",17511,"[27, 53]",335796,en,Ouija: Origin of Evil,11.823,6,1416
Ouija: Origin of Evil,Uni.,35100000,46600000,2016,75,10/21/2016,Ouija: Origin of Evil,"$9,000,000 ","$35,144,505 ","$81,831,866 ",20777,"[27, 53]",335796,en,Ouija: Origin of Evil,11.823,6,1416
Manchester by the Sea,RAtt.,47700000,31300000,2016,30,11/18/2016,Manchester by the Sea,"$8,500,000 ","$47,695,371 ","$77,733,867 ",17436,[18],334541,en,Manchester by the Sea,16.638,7.5,3176
Manchester by the Sea,RAtt.,47700000,31300000,2016,30,11/18/2016,Manchester by the Sea,"$8,500,000 ","$47,695,371 ","$77,733,867 ",20683,[18],334541,en,Manchester by the Sea,16.638,7.5,3176
The Boss,Uni.,63300000,15600000,2016,17,4/8/2016,The Boss,"$29,000,000 ","$63,077,560 ","$78,652,207 ",17525,[35],323676,en,The Boss,11.442,5.8,822
Mike and Dave Need Wedding Dates,Fox,46000000,31100000,2016,73,7/8/2016,Mike and Dave Need Wedding Dates,"$33,000,000 ","$46,009,673 ","$75,898,100 ",17518,[35],316023,en,Mike and Dave Need Wedding Dates,11.676,6,1552
Kubo and the Two Strings,Focus,48000000,21900000,2016,22,8/19/2016,Kubo and the Two Strings,"$55,000,000 ","$48,023,088 ","$77,548,122 ",17472,"[16, 12, 10751]",313297,en,Kubo and the Two Strings,13.847,7.7,2029
13 Hours: The Secret Soldiers of Benghazi,Par.,52900000,16600000,2016,30,1/15/2016,13 Hours: The Secret Soldiers of Benghazi,"$50,000,000 ","$52,853,219 ","$69,411,370 ",17399,"[28, 18, 36, 53, 10752]",300671,en,13 Hours: The Secret Soldiers of Benghazi,21.486,7,1573
Fences,Par.,57700000,6700000,2016,37,12/16/2016,Fences,"$24,000,000 ","$57,682,904 ","$64,282,881 ",17490,[18],393457,en,Fences,12.753,6.8,1465
Fences,Par.,57700000,6700000,2016,37,12/16/2016,Fences,"$24,000,000 ","$57,682,904 ","$64,282,881 ",20747,[18],393457,en,Fences,12.753,6.8,1465
"Hail, Caesar!",Uni.,30500000,33100000,2016,22,2/5/2016,"Hail, Caesar!","$22,000,000 ","$30,080,225 ","$64,160,680 ",17497,"[35, 18, 9648]",270487,en,"Hail, Caesar!",12.312,5.9,2328
The Nice Guys,WB,36300000,26500000,2016,56,5/20/2016,The Nice Guys,"$50,000,000 ","$36,261,763 ","$59,596,747 ",17474,"[35, 80, 9648]",290250,en,The Nice Guys,13.743,7.1,4272
Zoolander 2,Par.,28800000,27900000,2016,64,2/12/2016,Zoolander 2,"$50,000,000 ","$28,848,693 ","$55,348,693 ",17483,[35],329833,en,Zoolander 2,12.997,4.7,1374
Barbershop: The Next Cut,WB (NL),54000000,1000000,2016,22,4/15/2016,Barbershop: The Next Cut,"$20,000,000 ","$54,030,051 ","$54,404,202 ",17487,[35],326423,en,Barbershop: The Next Cut,12.846,6,248
The Finest Hours,BV,27600000,24500000,2016,36,1/29/2016,The Finest Hours,"$70,000,000 ","$27,569,558 ","$49,252,761 ",17491,"[28, 18, 36, 53]",300673,en,The Finest Hours,12.673,6.4,943
Patriots Day,LGF,31900000,18700000,2016,69,12/21/2016,Patriots Day,"$40,000,000 ","$31,886,361 ","$52,837,989 ",17453,"[28, 18, 53, 80, 36]",388399,en,Patriots Day,15.435,6.9,1337
Patriots Day,LGF,31900000,18700000,2016,69,12/21/2016,Patriots Day,"$40,000,000 ","$31,886,361 ","$52,837,989 ",20702,"[28, 18, 53, 80, 36]",388399,en,Patriots Day,15.435,6.9,1337
Florence Foster Jenkins,Par.,27400000,21500000,2016,22,8/12/2016,Florence Foster Jenkins,"$29,000,000 ","$27,383,770 ","$56,000,339 ",17682,"[35, 18]",315664,en,Florence Foster Jenkins,8.453,6.7,849
Eddie the Eagle,Fox,15800000,30400000,2016,86,2/26/2016,Eddie the Eagle,"$23,000,000 ","$15,789,389 ","$45,060,480 ",17524,"[35, 18, 36, 12]",319888,en,Eddie the Eagle,11.483,7.2,1190
Blair Witch,LGF,20800000,24400000,2016,1,9/16/2016,Blair Witch,"$10,000,000 ","$20,777,061 ","$38,985,577 ",17590,"[53, 27]",351211,en,Blair Witch,9.772,5,1094
Blair Witch,LGF,20800000,24400000,2016,1,9/16/2016,Blair Witch,"$10,000,000 ","$20,777,061 ","$38,985,577 ",20877,"[53, 27]",351211,en,Blair Witch,9.772,5,1094
Almost Christmas,Uni.,42200000,422000,2016,81,11/11/2016,Almost Christmas,"$17,000,000 ","$42,065,185 ","$42,493,506 ",17878,"[35, 18]",340402,en,Almost Christmas,6.532,5.6,245
The Witch,A24,25100000,15300000,2016,94,2/19/2016,The Witch,"$3,500,000 ","$25,138,705 ","$40,454,520 ",14254,"[9648, 27]",310131,en,The Witch,13.493,6.6,2931
The Witch,A24,25100000,15300000,2016,94,2/19/2016,The Witch,"$3,500,000 ","$25,138,705 ","$40,454,520 ",17479,"[9648, 27]",310131,en,The Witch,13.493,6.6,2931
Hell or High Water,LGF,27000000,10900000,2016,77,8/12/2016,Hell or High Water,"$12,000,000 ","$27,007,844 ","$37,584,304 ",17449,"[80, 18, 53, 37]",338766,en,Hell or High Water,15.749,7.3,2468
The Forest,Focus,26600000,11000000,2016,92,1/8/2016,The Forest,"$10,000,000 ","$26,594,261 ","$40,749,230 ",17572,"[27, 53, 9648]",329440,en,The Forest,10.069,5,957
Snowden,ORF,21600000,15700000,2016,79,9/16/2016,Snowden,"$50,000,000 ","$21,587,519 ","$35,380,918 ",17475,"[18, 36, 80, 53]",302401,en,Snowden,13.703,7.1,2427
When the Bough Breaks,SGem,29700000,911000,2016,85,9/9/2016,When the Bough Breaks,"$10,000,000 ","$29,747,603 ","$30,768,449 ",17711,"[9648, 18, 27]",335791,en,When the Bough Breaks,8.062,5.3,150
Nocturnal Animals,Focus,10700000,19600000,2016,3,11/18/2016,Nocturnal Animals,"$22,500,000 ","$10,663,357 ","$32,398,681 ",17445,"[18, 53]",340666,en,Nocturnal Animals,16.19,7.4,4192
Nocturnal Animals,Focus,10700000,19600000,2016,3,11/18/2016,Nocturnal Animals,"$22,500,000 ","$10,663,357 ","$32,398,681 ",20689,"[18, 53]",340666,en,Nocturnal Animals,16.19,7.4,4192
The Light Between Oceans,BV,12500000,13400000,2016,34,9/2/2016,The Light Between Oceans,"$20,000,000 ","$12,545,979 ","$22,281,732 ",17387,"[18, 10749]",283552,en,The Light Between Oceans,29.887,7.1,831
Free State of Jones,STX,20800000,4200000,2016,81,6/24/2016,Free State of Jones,"$50,000,000 ","$20,810,036 ","$23,237,252 ",17670,"[28, 18, 36, 10752]",316152,en,Free State of Jones,8.574,6.6,787
Middle School: The Worst Years of My Life,LGF,20000000,3300000,2016,39,10/7/2016,Middle School: The Worst Years of My Life,"$8,500,000 ","$20,007,149 ","$23,311,293 ",17678,"[10751, 35]",369883,en,Middle School: The Worst Years of My Life,8.479,7,190
Triple 9,ORF,12600000,10500000,2016,33,2/26/2016,Triple 9,"$20,000,000 ","$12,639,297 ","$25,943,792 ",17480,"[28, 53, 9648]",146198,en,Triple 9,13.334,5.8,1258
Whiskey Tango Foxtrot,Par.,23100000,1200000,2016,6,3/4/2016,Whiskey Tango Foxtrot,"$35,000,000 ","$23,083,334 ","$25,350,747 ",17671,"[10752, 35]",279641,en,Whiskey Tango Foxtrot,8.564,6.2,596
Fifty Shades of Black,ORF,11700000,10500000,2016,15,1/29/2016,Fifty Shades of Black,"$5,000,000 ","$11,686,940 ","$22,113,075 ",17660,"[10749, 35]",351819,en,Fifty Shades of Black,8.784,4.4,677
Keanu,WB (NL),20600000,1200000,2016,70,4/29/2016,Keanu,"$15,000,000 ","$20,591,853 ","$20,688,141 ",17644,"[28, 35]",342521,en,Keanu,8.952,6,644
The Edge of Seventeen,STX,14400000,4400000,2016,86,11/18/2016,The Edge of Seventeen,"$9,000,000 ","$14,431,633 ","$19,096,003 ",17520,"[35, 18]",376660,en,The Edge of Seventeen,11.546,7.2,2224
The Edge of Seventeen,STX,14400000,4400000,2016,86,11/18/2016,The Edge of Seventeen,"$9,000,000 ","$14,431,633 ","$19,096,003 ",20784,"[35, 18]",376660,en,The Edge of Seventeen,11.546,7.2,2224
Eye in the Sky,BST,18700000,1200000,2016,75,3/11/2016,Eye in the Sky,"$13,000,000 ","$18,704,596 ","$35,402,802 ",17558,"[18, 53, 10752]",333352,en,Eye in the Sky,10.219,7.1,850
Norm of the North,LGF,17100000,1200000,2016,9,1/15/2016,Norm of the North,"$18,000,000 ","$17,062,499 ","$30,535,660 ",17617,"[12, 16, 35, 10751]",276905,en,Norm of the North,9.325,4.2,192
Pride and Prejudice and Zombies,SGem,10900000,5500000,2016,74,2/5/2016,Pride and Prejudice and Zombies,"$28,000,000 ","$10,907,291 ","$16,638,300 ",17635,"[10749, 27, 35, 53]",58431,en,Pride and Prejudice and Zombies,9.086,5.7,1195
The Infiltrator,BG,15400000,1200000,2016,32,7/13/2016,The Infiltrator,"$47,500,000 ","$15,436,808 ","$20,718,104 ",17606,"[80, 18, 53]",325789,en,The Infiltrator,9.588,6.6,943
Jackie,FoxS,14000000,1200000,2016,87,12/2/2016,Jackie,"$9,000,000 ","$13,960,394 ","$36,588,512 ",17656,[18],376866,en,Jackie,8.819,6.4,1420
Shut In,EC,6900000,6200000,2016,50,11/11/2016,Shut In,"$10,000,000 ","$6,900,335 ","$11,360,665 ",17548,"[18, 53]",329981,en,Shut In,10.535,5.2,374
